Product,URL,Num_Vulnerabilities
Imonitor,/vulnerability-list/vendor_id-20/product_id-7810/Novell-Imonitor.html,1,7810,20,Application
Internet Messaging System,/vulnerability-list/vendor_id-20/product_id-4303/Novell-Internet-Messaging-System.html,1,4303,20,Application
Iprint,/vulnerability-list/vendor_id-20/product_id-13418/Novell-Iprint.html,25,13418,20,Application
Iprint Client,/vulnerability-list/vendor_id-20/product_id-13417/Novell-Iprint-Client.html,5,13417,20,Application
Iprint Open Enterprise Server,/vulnerability-list/vendor_id-20/product_id-20703/Novell-Iprint-Open-Enterprise-Server.html,1,20703,20,Application
Iprint Open Enterprise Server 2,/vulnerability-list/vendor_id-20/product_id-20531/Novell-Iprint-Open-Enterprise-Server-2.html,1,20531,20,Application
Kanaka,/vulnerability-list/vendor_id-20/product_id-24958/Novell-Kanaka.html,0,24958,20,Application
Leap,/vulnerability-list/vendor_id-20/product_id-32606/Novell-Leap.html,8,32606,20,OS
Libzypp,/vulnerability-list/vendor_id-20/product_id-26398/Novell-Libzypp.html,1,26398,20,Application
Linux Desktop,/vulnerability-list/vendor_id-20/product_id-5064/Novell-Linux-Desktop.html,10,5064,20,OS
Messenger,/vulnerability-list/vendor_id-20/product_id-21642/Novell-Messenger.html,2,21642,20,Application
Mobility Pack,/vulnerability-list/vendor_id-20/product_id-20909/Novell-Mobility-Pack.html,7,20909,20,Application
Modular Authentication Service,/vulnerability-list/vendor_id-20/product_id-11406/Novell-Modular-Authentication-Service.html,1,11406,20,Application
Mono,/vulnerability-list/vendor_id-20/product_id-20231/Novell-Mono.html,0,20231,20,Application
Moonlight,/vulnerability-list/vendor_id-20/product_id-20277/Novell-Moonlight.html,4,20277,20,Application
Netidentity Client1.2.3,/vulnerability-list/vendor_id-20/product_id-17254/Novell-Netidentity-Client1.2.3.html,1,17254,20,Application
Netiq Idm Servicenow Driver,/vulnerability-list/vendor_id-20/product_id-36494/Novell-Netiq-Idm-Servicenow-Driver.html,1,36494,20,Application
Netmail,/vulnerability-list/vendor_id-20/product_id-2214/Novell-Netmail.html,17,2214,20,Application
Netmail Xe,/vulnerability-list/vendor_id-20/product_id-2215/Novell-Netmail-Xe.html,2,2215,20,Application
Netware,/vulnerability-list/vendor_id-20/product_id-28/Novell-Netware.html,55,28,20,OS
Netware,/vulnerability-list/vendor_id-20/product_id-1483/Novell-Netware.html,2,1483,20,Application
Netware Client,/vulnerability-list/vendor_id-20/product_id-2373/Novell-Netware-Client.html,3,2373,20,Application
Netware Ftp Server,/vulnerability-list/vendor_id-20/product_id-2834/Novell-Netware-Ftp-Server.html,1,2834,20,Application
Novell Client For Windows,/vulnerability-list/vendor_id-20/product_id-13218/Novell-Novell-Client-For-Windows.html,2,13218,20,Application
Novell Forum,/vulnerability-list/vendor_id-20/product_id-14922/Novell-Novell-Forum.html,1,14922,20,Application
Nsure Audit,/vulnerability-list/vendor_id-20/product_id-4723/Novell-Nsure-Audit.html,1,4723,20,Application
Open Desktop Server,/vulnerability-list/vendor_id-20/product_id-63617/Novell-Open-Desktop-Server.html,1,63617,20,Application
Open Enterprise Server,/vulnerability-list/vendor_id-20/product_id-5661/Novell-Open-Enterprise-Server.html,5,5661,20,Application
Open Enterprise Server,/vulnerability-list/vendor_id-20/product_id-61938/Novell-Open-Enterprise-Server.html,11,61938,20,OS
Open Enterprise Server 11,/vulnerability-list/vendor_id-20/product_id-35033/Novell-Open-Enterprise-Server-11.html,1,35033,20,Application
Open Enterprise Server 2015,/vulnerability-list/vendor_id-20/product_id-35032/Novell-Open-Enterprise-Server-2015.html,1,35032,20,Application
Opensuse,/vulnerability-list/vendor_id-20/product_id-12345/Novell-Opensuse.html,0,12345,20,OS
Opensuse Build Service,/vulnerability-list/vendor_id-20/product_id-20699/Novell-Opensuse-Build-Service.html,2,20699,20,Application
Opensuse Factory,/vulnerability-list/vendor_id-20/product_id-20630/Novell-Opensuse-Factory.html,1,20630,20,OS
Opensuse Leap,/vulnerability-list/vendor_id-20/product_id-34416/Novell-Opensuse-Leap.html,1,34416,20,OS
Opensuse Swamp,/vulnerability-list/vendor_id-20/product_id-12454/Novell-Opensuse-Swamp.html,1,12454,20,Application
Securelogin,/vulnerability-list/vendor_id-20/product_id-11058/Novell-Securelogin.html,2,11058,20,Application
Sentinel Log Manager,/vulnerability-list/vendor_id-20/product_id-21744/Novell-Sentinel-Log-Manager.html,2,21744,20,Application
Service Desk,/vulnerability-list/vendor_id-20/product_id-33744/Novell-Service-Desk.html,4,33744,20,Application
Small Business Suite,/vulnerability-list/vendor_id-20/product_id-2789/Novell-Small-Business-Suite.html,2,2789,20,Application
Suse Audit Log Keeper,/vulnerability-list/vendor_id-20/product_id-22767/Novell-Suse-Audit-Log-Keeper.html,1,22767,20,Application
Suse Cloud,/vulnerability-list/vendor_id-20/product_id-26518/Novell-Suse-Cloud.html,1,26518,20,Application
Suse Lifecycle Management Server,/vulnerability-list/vendor_id-20/product_id-19968/Novell-Suse-Lifecycle-Management-Server.html,4,19968,20,Application
Suse Linux,/vulnerability-list/vendor_id-20/product_id-15563/Novell-Suse-Linux.html,16,15563,20,OS
Suse Linux Enterprise,/vulnerability-list/vendor_id-20/product_id-20842/Novell-Suse-Linux-Enterprise.html,0,20842,20,OS
Suse Linux Enterprise Debuginfo,/vulnerability-list/vendor_id-20/product_id-34386/Novell-Suse-Linux-Enterprise-Debuginfo.html,25,34386,20,OS
Suse Linux Enterprise Desktop,/vulnerability-list/vendor_id-20/product_id-19975/Novell-Suse-Linux-Enterprise-Desktop.html,97,19975,20,OS
Suse Linux Enterprise For Sap Applications,/vulnerability-list/vendor_id-20/product_id-26517/Novell-Suse-Linux-Enterprise-For-Sap-Applications.html,1,26517,20,Application
Suse Linux Enterprise Live Patching,/vulnerability-list/vendor_id-20/product_id-34400/Novell-Suse-Linux-Enterprise-Live-Patching.html,22,34400,20,OS
Suse Linux Enterprise Live Patching,/vulnerability-list/vendor_id-20/product_id-34417/Novell-Suse-Linux-Enterprise-Live-Patching.html,1,34417,20,Application
Suse Linux Enterprise Module For Legacy Software,/vulnerability-list/vendor_id-20/product_id-33960/Novell-Suse-Linux-Enterprise-Module-For-Legacy-Software.html,2,33960,20,OS
Suse Linux Enterprise Module For Public Cloud,/vulnerability-list/vendor_id-20/product_id-34401/Novell-Suse-Linux-Enterprise-Module-For-Public-Cloud.html,22,34401,20,OS
Suse Linux Enterprise Module For Public Cloud,/vulnerability-list/vendor_id-20/product_id-34414/Novell-Suse-Linux-Enterprise-Module-For-Public-Cloud.html,1,34414,20,Application
Suse Linux Enterprise Module For Web Scripting,/vulnerability-list/vendor_id-20/product_id-34873/Novell-Suse-Linux-Enterprise-Module-For-Web-Scripting.html,3,34873,20,OS
Suse Linux Enterprise Point Of Sale,/vulnerability-list/vendor_id-20/product_id-37515/Novell-Suse-Linux-Enterprise-Point-Of-Sale.html,2,37515,20,OS
Suse Linux Enterprise Real Time Extension,/vulnerability-list/vendor_id-20/product_id-34388/Novell-Suse-Linux-Enterprise-Real-Time-Extension.html,36,34388,20,OS
Suse Linux Enterprise Server,/vulnerability-list/vendor_id-20/product_id-13963/Novell-Suse-Linux-Enterprise-Server.html,103,13963,20,OS
Suse Linux Enterprise Server For Sap,/vulnerability-list/vendor_id-20/product_id-34875/Novell-Suse-Linux-Enterprise-Server-For-Sap.html,1,34875,20,OS
Suse Linux Enterprise Software Development Kit,/vulnerability-list/vendor_id-20/product_id-31189/Novell-Suse-Linux-Enterprise-Software-Development-Kit.html,74,31189,20,OS
Suse Linux Enterprise Software Development Kit,/vulnerability-list/vendor_id-20/product_id-34387/Novell-Suse-Linux-Enterprise-Software-Development-Kit.html,5,34387,20,Application
Suse Linux Enterprise Workstation Extension,/vulnerability-list/vendor_id-20/product_id-34399/Novell-Suse-Linux-Enterprise-Workstation-Extension.html,34,34399,20,OS
Suse Linux Enterprise Workstation Extension,/vulnerability-list/vendor_id-20/product_id-34415/Novell-Suse-Linux-Enterprise-Workstation-Extension.html,1,34415,20,Application
Suse Linux For Vmware,/vulnerability-list/vendor_id-20/product_id-32102/Novell-Suse-Linux-For-Vmware.html,5,32102,20,OS
Suse Linux Sdk,/vulnerability-list/vendor_id-20/product_id-32103/Novell-Suse-Linux-Sdk.html,5,32103,20,OS
Suse Linux Software Development Kit,/vulnerability-list/vendor_id-20/product_id-26301/Novell-Suse-Linux-Software-Development-Kit.html,0,26301,20,Application
Suse Manager,/vulnerability-list/vendor_id-20/product_id-26513/Novell-Suse-Manager.html,0,26513,20,Application
Suse Manager,/vulnerability-list/vendor_id-20/product_id-33957/Novell-Suse-Manager.html,7,33957,20,OS
Suse Manager Proxy,/vulnerability-list/vendor_id-20/product_id-33958/Novell-Suse-Manager-Proxy.html,4,33958,20,OS
Suse Openstack Cloud,/vulnerability-list/vendor_id-20/product_id-33959/Novell-Suse-Openstack-Cloud.html,5,33959,20,OS
Suse Package Hub For Suse Linux Enterprise,/vulnerability-list/vendor_id-20/product_id-34260/Novell-Suse-Package-Hub-For-Suse-Linux-Enterprise.html,13,34260,20,Application
Suse Studio Onsite,/vulnerability-list/vendor_id-20/product_id-21091/Novell-Suse-Studio-Onsite.html,12,21091,20,Application
Teaming,/vulnerability-list/vendor_id-20/product_id-17235/Novell-Teaming.html,1,17235,20,Application
Unixware,/vulnerability-list/vendor_id-20/product_id-631/Novell-Unixware.html,1,631,20,OS
User Application,/vulnerability-list/vendor_id-20/product_id-15474/Novell-User-Application.html,1,15474,20,Application
Vibe Onprem,/vulnerability-list/vendor_id-20/product_id-20372/Novell-Vibe-Onprem.html,2,20372,20,Application
Web Search,/vulnerability-list/vendor_id-20/product_id-2113/Novell-Web-Search.html,1,2113,20,Application
Web Server,/vulnerability-list/vendor_id-20/product_id-76/Novell-Web-Server.html,2,76,20,Application
Webyast Appliance,/vulnerability-list/vendor_id-20/product_id-19969/Novell-Webyast-Appliance.html,0,19969,20,Hardware
Xtier Framework,/vulnerability-list/vendor_id-20/product_id-21751/Novell-Xtier-Framework.html,1,21751,20,Application
Zenworks,/vulnerability-list/vendor_id-20/product_id-5333/Novell-Zenworks.html,6,5333,20,Application
Zenworks Asset Management,/vulnerability-list/vendor_id-20/product_id-9407/Novell-Zenworks-Asset-Management.html,3,9407,20,Application
Zenworks Configuration Management,/vulnerability-list/vendor_id-20/product_id-20681/Novell-Zenworks-Configuration-Management.html,33,20681,20,Application
Zenworks Configuration Manager,/vulnerability-list/vendor_id-20/product_id-20530/Novell-Zenworks-Configuration-Manager.html,1,20530,20,Application
Zenworks Desktop Management,/vulnerability-list/vendor_id-20/product_id-15468/Novell-Zenworks-Desktop-Management.html,2,15468,20,Application
Zenworks Desktops,/vulnerability-list/vendor_id-20/product_id-3123/Novell-Zenworks-Desktops.html,3,3123,20,Application
Zenworks Endpoint Security Management,/vulnerability-list/vendor_id-20/product_id-12862/Novell-Zenworks-Endpoint-Security-Management.html,1,12862,20,Application
Zenworks Handheld Management,/vulnerability-list/vendor_id-20/product_id-20233/Novell-Zenworks-Handheld-Management.html,4,20233,20,Application
Zenworks Mobile Management,/vulnerability-list/vendor_id-20/product_id-24748/Novell-Zenworks-Mobile-Management.html,2,24748,20,Application
Zenworks Patch Management Server,/vulnerability-list/vendor_id-20/product_id-5998/Novell-Zenworks-Patch-Management-Server.html,2,5998,20,Application
Zenworks Patch Management Update Agent,/vulnerability-list/vendor_id-20/product_id-13149/Novell-Zenworks-Patch-Management-Update-Agent.html,0,13149,20,Application
Zenworks Remote Management,/vulnerability-list/vendor_id-20/product_id-5334/Novell-Zenworks-Remote-Management.html,1,5334,20,Application
Zenworks Server Management,/vulnerability-list/vendor_id-20/product_id-5335/Novell-Zenworks-Server-Management.html,1,5335,20,Application
Zenworks Servers,/vulnerability-list/vendor_id-20/product_id-5336/Novell-Zenworks-Servers.html,2,5336,20,Application
