Product,URL,Num_Vulnerabilities
Horde Imp,/vulnerability-list/vendor_id-23/product_id-17013/Debian-Horde-Imp.html,1,17013,23,Application
Initramfs-tools,/vulnerability-list/vendor_id-23/product_id-15425/Debian-Initramfs-tools.html,1,15425,23,Application
Internet Message,/vulnerability-list/vendor_id-23/product_id-2741/Debian-Internet-Message.html,1,2741,23,Application
Kde4libs,/vulnerability-list/vendor_id-23/product_id-28338/Debian-Kde4libs.html,1,28338,23,Application
Kernel-patch-vserver,/vulnerability-list/vendor_id-23/product_id-6849/Debian-Kernel-patch-vserver.html,1,6849,23,Application
Latd,/vulnerability-list/vendor_id-23/product_id-24761/Debian-Latd.html,1,24761,23,Application
Libdbd-pg-perl,/vulnerability-list/vendor_id-23/product_id-17298/Debian-Libdbd-pg-perl.html,1,17298,23,Application
Libmail-audit-perl,/vulnerability-list/vendor_id-23/product_id-6847/Debian-Libmail-audit-perl.html,1,6847,23,Application
Lintian,/vulnerability-list/vendor_id-23/product_id-3442/Debian-Lintian.html,6,3442,23,Application
Linux,/vulnerability-list/vendor_id-23/product_id-14948/Debian-Linux.html,0,14948,23,Application
Linux,/vulnerability-list/vendor_id-23/product_id-15173/Debian-Linux.html,0,15173,23,OS
Localepurge,/vulnerability-list/vendor_id-23/product_id-27002/Debian-Localepurge.html,1,27002,23,Application
Logol,/vulnerability-list/vendor_id-23/product_id-22780/Debian-Logol.html,1,22780,23,Application
LTP,/vulnerability-list/vendor_id-23/product_id-15504/Debian-LTP.html,1,15504,23,Application
Mailscanner,/vulnerability-list/vendor_id-23/product_id-15499/Debian-Mailscanner.html,1,15499,23,Application
Mime-support,/vulnerability-list/vendor_id-23/product_id-2899/Debian-Mime-support.html,2,2899,23,Application
Mono-debugger,/vulnerability-list/vendor_id-23/product_id-20115/Debian-Mono-debugger.html,1,20115,23,Application
Most,/vulnerability-list/vendor_id-23/product_id-65083/Debian-Most.html,0,65083,23,Application
Myspell,/vulnerability-list/vendor_id-23/product_id-15400/Debian-Myspell.html,1,15400,23,Application
Netkit,/vulnerability-list/vendor_id-23/product_id-117/Debian-Netkit.html,2,117,23,Application
Netstd,/vulnerability-list/vendor_id-23/product_id-2178/Debian-Netstd.html,1,2178,23,Application
Newsgate,/vulnerability-list/vendor_id-23/product_id-15402/Debian-Newsgate.html,1,15402,23,Application
Nss-ldap,/vulnerability-list/vendor_id-23/product_id-17182/Debian-Nss-ldap.html,1,17182,23,Application
Os-prober,/vulnerability-list/vendor_id-23/product_id-15494/Debian-Os-prober.html,1,15494,23,Application
Overkill,/vulnerability-list/vendor_id-23/product_id-62173/Debian-Overkill.html,1,62173,23,Application
Php5-common,/vulnerability-list/vendor_id-23/product_id-22770/Debian-Php5-common.html,1,22770,23,Application
Phpbb3,/vulnerability-list/vendor_id-23/product_id-26122/Debian-Phpbb3.html,1,26122,23,Application
Postgresql-common,/vulnerability-list/vendor_id-23/product_id-42068/Debian-Postgresql-common.html,0,42068,23,Application
Ppthtml,/vulnerability-list/vendor_id-23/product_id-27518/Debian-Ppthtml.html,1,27518,23,Application
Ppxp,/vulnerability-list/vendor_id-23/product_id-5301/Debian-Ppxp.html,1,5301,23,Application
Projectl,/vulnerability-list/vendor_id-23/product_id-14558/Debian-Projectl.html,1,14558,23,Application
Python-apt,/vulnerability-list/vendor_id-23/product_id-76102/Debian-Python-apt.html,0,76102,23,Application
Python-dns,/vulnerability-list/vendor_id-23/product_id-14950/Debian-Python-dns.html,0,14950,23,Application
Python-imaging,/vulnerability-list/vendor_id-23/product_id-28378/Debian-Python-imaging.html,1,28378,23,Application
Qpopper,/vulnerability-list/vendor_id-23/product_id-5338/Debian-Qpopper.html,2,5338,23,Application
Reportbug,/vulnerability-list/vendor_id-23/product_id-4782/Debian-Reportbug.html,3,4782,23,Application
Reprepro,/vulnerability-list/vendor_id-23/product_id-12049/Debian-Reprepro.html,1,12049,23,Application
Sgml-tools,/vulnerability-list/vendor_id-23/product_id-1355/Debian-Sgml-tools.html,1,1355,23,Application
Shadow,/vulnerability-list/vendor_id-23/product_id-15622/Debian-Shadow.html,8,15622,23,Application
Shadow-utils,/vulnerability-list/vendor_id-23/product_id-4706/Debian-Shadow-utils.html,0,4706,23,Application
Strongswan,/vulnerability-list/vendor_id-23/product_id-27613/Debian-Strongswan.html,1,27613,23,Application
Sympa,/vulnerability-list/vendor_id-23/product_id-4950/Debian-Sympa.html,1,4950,23,Application
Syncevolution,/vulnerability-list/vendor_id-23/product_id-27003/Debian-Syncevolution.html,1,27003,23,Application
Tetex-bin,/vulnerability-list/vendor_id-23/product_id-4042/Debian-Tetex-bin.html,1,4042,23,Application
Tex-common,/vulnerability-list/vendor_id-23/product_id-20619/Debian-Tex-common.html,1,20619,23,Application
Texlive-extra-utils,/vulnerability-list/vendor_id-23/product_id-22327/Debian-Texlive-extra-utils.html,1,22327,23,Application
TIN,/vulnerability-list/vendor_id-23/product_id-42165/Debian-TIN.html,1,42165,23,Application
Tmpreaper,/vulnerability-list/vendor_id-23/product_id-57270/Debian-Tmpreaper.html,1,57270,23,Application
Toolchain-source,/vulnerability-list/vendor_id-23/product_id-4912/Debian-Toolchain-source.html,1,4912,23,Application
TOR,/vulnerability-list/vendor_id-23/product_id-39020/Debian-TOR.html,1,39020,23,Application
Trousers,/vulnerability-list/vendor_id-23/product_id-23628/Debian-Trousers.html,0,23628,23,Application
TSS,/vulnerability-list/vendor_id-23/product_id-13859/Debian-TSS.html,1,13859,23,Application
Turba,/vulnerability-list/vendor_id-23/product_id-14611/Debian-Turba.html,1,14611,23,Application
Txt2man,/vulnerability-list/vendor_id-23/product_id-26170/Debian-Txt2man.html,1,26170,23,Application
Unattended-upgrades,/vulnerability-list/vendor_id-23/product_id-32009/Debian-Unattended-upgrades.html,1,32009,23,Application
UNP,/vulnerability-list/vendor_id-23/product_id-12830/Debian-UNP.html,1,12830,23,Application
X11-common,/vulnerability-list/vendor_id-23/product_id-62734/Debian-X11-common.html,1,62734,23,Application
Xbindkeys-config,/vulnerability-list/vendor_id-23/product_id-40029/Debian-Xbindkeys-config.html,1,40029,23,Application
Xbuffy,/vulnerability-list/vendor_id-23/product_id-27766/Debian-Xbuffy.html,1,27766,23,Application
Xsabre,/vulnerability-list/vendor_id-23/product_id-15066/Debian-Xsabre.html,2,15066,23,Application
